"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Strafford County, NH"	"33017"	"Jun., 1999"	"1999/06"	60	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Jul., 1999"	"1999/07"	60	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Aug., 1999"	"1999/08"	61	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Sep., 1999"	"1999/09"	66	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Oct., 1999"	"1999/10"	76	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Nov., 1999"	"1999/11"	60	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	"Dec., 1999"	"1999/12"	71	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Jan., 1999"	"1999/01"	50	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Feb., 1999"	"1999/02"	38	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Mar., 1999"	"1999/03"	31	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Apr., 1999"	"1999/04"	40	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"May, 1999"	"1999/05"	34	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Jun., 1999"	"1999/06"	25	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Jul., 1999"	"1999/07"	39	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Sep., 1999"	"1999/09"	21	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Oct., 1999"	"1999/10"	33	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Nov., 1999"	"1999/11"	39	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	"Dec., 1999"	"1999/12"	40	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Jan., 1999"	"1999/01"	212	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Feb., 1999"	"1999/02"	227	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Mar., 1999"	"1999/03"	194	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Apr., 1999"	"1999/04"	203	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"May, 1999"	"1999/05"	203	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Jun., 1999"	"1999/06"	176	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Jul., 1999"	"1999/07"	194	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Aug., 1999"	"1999/08"	174	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Sep., 1999"	"1999/09"	186	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Oct., 1999"	"1999/10"	198	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Nov., 1999"	"1999/11"	194	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	"Dec., 1999"	"1999/12"	237	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Jan., 1999"	"1999/01"	864	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Feb., 1999"	"1999/02"	677	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Mar., 1999"	"1999/03"	709	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Apr., 1999"	"1999/04"	606	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"May, 1999"	"1999/05"	594	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Jun., 1999"	"1999/06"	576	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Jul., 1999"	"1999/07"	581	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Aug., 1999"	"1999/08"	560	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Sep., 1999"	"1999/09"	514	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Oct., 1999"	"1999/10"	620	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Nov., 1999"	"1999/11"	625	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	"Dec., 1999"	"1999/12"	699	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Jan., 1999"	"1999/01"	391	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Feb., 1999"	"1999/02"	303	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Mar., 1999"	"1999/03"	323	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Apr., 1999"	"1999/04"	268	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"May, 1999"	"1999/05"	275	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Jun., 1999"	"1999/06"	258	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Jul., 1999"	"1999/07"	240	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Aug., 1999"	"1999/08"	307	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Sep., 1999"	"1999/09"	280	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Oct., 1999"	"1999/10"	288	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Nov., 1999"	"1999/11"	262	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	"Dec., 1999"	"1999/12"	324	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Jan., 1999"	"1999/01"	498	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Feb., 1999"	"1999/02"	399	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Mar., 1999"	"1999/03"	430	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Apr., 1999"	"1999/04"	373	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"May, 1999"	"1999/05"	386	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Jun., 1999"	"1999/06"	384	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Jul., 1999"	"1999/07"	337	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Aug., 1999"	"1999/08"	372	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Sep., 1999"	"1999/09"	368	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Oct., 1999"	"1999/10"	379	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Nov., 1999"	"1999/11"	396	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	"Dec., 1999"	"1999/12"	391	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Jan., 1999"	"1999/01"	142	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Feb., 1999"	"1999/02"	114	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Mar., 1999"	"1999/03"	122	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Apr., 1999"	"1999/04"	120	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"May, 1999"	"1999/05"	118	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Jun., 1999"	"1999/06"	108	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Jul., 1999"	"1999/07"	85	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Aug., 1999"	"1999/08"	83	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Sep., 1999"	"1999/09"	88	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Oct., 1999"	"1999/10"	94	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Nov., 1999"	"1999/11"	91	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	"Dec., 1999"	"1999/12"	130	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Jan., 1999"	"1999/01"	156	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Feb., 1999"	"1999/02"	139	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Mar., 1999"	"1999/03"	114	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Apr., 1999"	"1999/04"	131	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"May, 1999"	"1999/05"	109	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Jun., 1999"	"1999/06"	106	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Jul., 1999"	"1999/07"	125	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Aug., 1999"	"1999/08"	115	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Sep., 1999"	"1999/09"	135	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Oct., 1999"	"1999/10"	121	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Nov., 1999"	"1999/11"	111	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	"Dec., 1999"	"1999/12"	128	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Jan., 1999"	"1999/01"	799	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Feb., 1999"	"1999/02"	601	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Mar., 1999"	"1999/03"	690	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Apr., 1999"	"1999/04"	588	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"May, 1999"	"1999/05"	580	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Jun., 1999"	"1999/06"	551	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Jul., 1999"	"1999/07"	634	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Aug., 1999"	"1999/08"	536	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Sep., 1999"	"1999/09"	542	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Oct., 1999"	"1999/10"	593	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Nov., 1999"	"1999/11"	557	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	"Dec., 1999"	"1999/12"	640	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Jan., 1999"	"1999/01"	219	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Feb., 1999"	"1999/02"	156	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Mar., 1999"	"1999/03"	188	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Apr., 1999"	"1999/04"	168	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"May, 1999"	"1999/05"	164	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Jun., 1999"	"1999/06"	159	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Jul., 1999"	"1999/07"	171	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Aug., 1999"	"1999/08"	180	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Sep., 1999"	"1999/09"	148	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Oct., 1999"	"1999/10"	180	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Nov., 1999"	"1999/11"	165	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	"Dec., 1999"	"1999/12"	185	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Jan., 1999"	"1999/01"	541	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Feb., 1999"	"1999/02"	433	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Mar., 1999"	"1999/03"	446	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Apr., 1999"	"1999/04"	363	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"May, 1999"	"1999/05"	390	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Jun., 1999"	"1999/06"	344	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Jul., 1999"	"1999/07"	376	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Aug., 1999"	"1999/08"	364	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Sep., 1999"	"1999/09"	340	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Oct., 1999"	"1999/10"	379	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Nov., 1999"	"1999/11"	360	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	"Dec., 1999"	"1999/12"	480	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Jan., 1999"	"1999/01"	80	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Feb., 1999"	"1999/02"	55	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Mar., 1999"	"1999/03"	76	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Apr., 1999"	"1999/04"	62	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"May, 1999"	"1999/05"	60	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Jun., 1999"	"1999/06"	58	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Jul., 1999"	"1999/07"	56	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Aug., 1999"	"1999/08"	56	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Sep., 1999"	"1999/09"	63	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Oct., 1999"	"1999/10"	56	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Nov., 1999"	"1999/11"	73	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	"Dec., 1999"	"1999/12"	76	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Jan., 1999"	"1999/01"	297	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Feb., 1999"	"1999/02"	273	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Mar., 1999"	"1999/03"	286	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Apr., 1999"	"1999/04"	257	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"May, 1999"	"1999/05"	235	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Jun., 1999"	"1999/06"	194	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Jul., 1999"	"1999/07"	234	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Aug., 1999"	"1999/08"	217	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Sep., 1999"	"1999/09"	200	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Oct., 1999"	"1999/10"	263	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Nov., 1999"	"1999/11"	252	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	"Dec., 1999"	"1999/12"	250	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Jan., 1999"	"1999/01"	628	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Feb., 1999"	"1999/02"	521	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Mar., 1999"	"1999/03"	525	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Apr., 1999"	"1999/04"	463	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"May, 1999"	"1999/05"	483	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Jun., 1999"	"1999/06"	411	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Jul., 1999"	"1999/07"	480	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Aug., 1999"	"1999/08"	407	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Sep., 1999"	"1999/09"	442	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Oct., 1999"	"1999/10"	479	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Nov., 1999"	"1999/11"	460	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	"Dec., 1999"	"1999/12"	510	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Jan., 1999"	"1999/01"	529	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Feb., 1999"	"1999/02"	486	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Mar., 1999"	"1999/03"	470	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Apr., 1999"	"1999/04"	436	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"May, 1999"	"1999/05"	452	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Jun., 1999"	"1999/06"	374	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Jul., 1999"	"1999/07"	446	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Aug., 1999"	"1999/08"	403	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Sep., 1999"	"1999/09"	393	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Oct., 1999"	"1999/10"	422	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Nov., 1999"	"1999/11"	454	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	"Dec., 1999"	"1999/12"	499	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Jan., 1999"	"1999/01"	379	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Feb., 1999"	"1999/02"	301	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Mar., 1999"	"1999/03"	299	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Apr., 1999"	"1999/04"	292	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"May, 1999"	"1999/05"	266	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Jun., 1999"	"1999/06"	231	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Jul., 1999"	"1999/07"	251	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Aug., 1999"	"1999/08"	280	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Sep., 1999"	"1999/09"	260	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Oct., 1999"	"1999/10"	294	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Nov., 1999"	"1999/11"	282	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	"Dec., 1999"	"1999/12"	353	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Jan., 1999"	"1999/01"	713	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Feb., 1999"	"1999/02"	635	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Mar., 1999"	"1999/03"	610	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Apr., 1999"	"1999/04"	606	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"May, 1999"	"1999/05"	571	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Jun., 1999"	"1999/06"	513	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Jul., 1999"	"1999/07"	519	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Aug., 1999"	"1999/08"	532	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Sep., 1999"	"1999/09"	523	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Oct., 1999"	"1999/10"	558	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Nov., 1999"	"1999/11"	509	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	"Dec., 1999"	"1999/12"	593	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Jan., 1999"	"1999/01"	488	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Feb., 1999"	"1999/02"	351	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Mar., 1999"	"1999/03"	350	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Apr., 1999"	"1999/04"	346	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"May, 1999"	"1999/05"	319	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Jun., 1999"	"1999/06"	302	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Jul., 1999"	"1999/07"	329	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Aug., 1999"	"1999/08"	293	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Sep., 1999"	"1999/09"	306	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Oct., 1999"	"1999/10"	367	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Nov., 1999"	"1999/11"	335	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	"Dec., 1999"	"1999/12"	379	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Jan., 1999"	"1999/01"	83	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Feb., 1999"	"1999/02"	50	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Mar., 1999"	"1999/03"	69	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Apr., 1999"	"1999/04"	57	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"May, 1999"	"1999/05"	54	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Jun., 1999"	"1999/06"	61	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Jul., 1999"	"1999/07"	50	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Aug., 1999"	"1999/08"	64	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Sep., 1999"	"1999/09"	51	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Oct., 1999"	"1999/10"	62	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Nov., 1999"	"1999/11"	64	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	"Dec., 1999"	"1999/12"	51	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Jan., 1999"	"1999/01"	209	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Feb., 1999"	"1999/02"	186	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Mar., 1999"	"1999/03"	169	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Apr., 1999"	"1999/04"	161	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"May, 1999"	"1999/05"	169	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Jun., 1999"	"1999/06"	140	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Jul., 1999"	"1999/07"	137	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Aug., 1999"	"1999/08"	155	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Sep., 1999"	"1999/09"	155	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Oct., 1999"	"1999/10"	171	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Nov., 1999"	"1999/11"	145	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	"Dec., 1999"	"1999/12"	183	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Jan., 1999"	"1999/01"	109	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Feb., 1999"	"1999/02"	94	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Mar., 1999"	"1999/03"	92	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Apr., 1999"	"1999/04"	68	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"May, 1999"	"1999/05"	85	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Jun., 1999"	"1999/06"	69	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Jul., 1999"	"1999/07"	91	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Aug., 1999"	"1999/08"	74	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Sep., 1999"	"1999/09"	64	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Oct., 1999"	"1999/10"	64	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Nov., 1999"	"1999/11"	81	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	"Dec., 1999"	"1999/12"	93	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Jan., 1999"	"1999/01"	471	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Feb., 1999"	"1999/02"	429	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Mar., 1999"	"1999/03"	433	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Apr., 1999"	"1999/04"	401	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"May, 1999"	"1999/05"	400	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Jun., 1999"	"1999/06"	346	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Jul., 1999"	"1999/07"	377	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Aug., 1999"	"1999/08"	379	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Sep., 1999"	"1999/09"	342	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Oct., 1999"	"1999/10"	402	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Nov., 1999"	"1999/11"	358	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	"Dec., 1999"	"1999/12"	433	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Jan., 1999"	"1999/01"	78	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Feb., 1999"	"1999/02"	71	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Mar., 1999"	"1999/03"	78	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Apr., 1999"	"1999/04"	78	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"May, 1999"	"1999/05"	60	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Jun., 1999"	"1999/06"	72	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Jul., 1999"	"1999/07"	54	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Aug., 1999"	"1999/08"	71	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Sep., 1999"	"1999/09"	62	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Oct., 1999"	"1999/10"	70	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Nov., 1999"	"1999/11"	73	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	"Dec., 1999"	"1999/12"	76	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Jan., 1999"	"1999/01"	320	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Feb., 1999"	"1999/02"	252	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"Mar., 1999"	"1999/03"	264	Not Applicable	Not Applicable
